strain,length,country,year,lon,lat,date
EU502340,987,Saudi Arabia,2004,43.5845576047433,23.7900685691638,2004/01/29
EU502350,987,Taiwan,2004,120.967443330781,24.2464318735026,2004/04/08
EU502351,987,Taiwan,2004,120.967443330781,24.2464318735026,2004/04/10
EU502372,987,USA,2004,-95.39,29.77,2004/08/04
EU502373,987,USA,2004,-95.39,29.77,2004/10/12
EU502374,987,USA,2004,-95.39,29.77,2004/12/14
EU502375,987,USA,2004,-95.39,29.77,2004/12/27
EU502383,987,USA,2004,-111.93,40.78,2004/09/17
EU502384,987,USA,2004,-111.93,40.78,2004/09/22
EU502400,987,USA,2004,-79.45,36.08,2004/12/13
EU502401,987,USA,2004,-77.02,38.91,2004/10/14
EU502408,987,USA,2004,-87.97,43.06,2004/01/02
EU502409,987,USA,2004,-87.97,43.06,2004/10/08
EU502410,987,USA,2004,-87.97,43.06,2004/11/29
EU502411,987,USA,2004,-87.97,43.06,2004/01/07
EU502412,987,USA,2004,-87.97,43.06,2004/10/18
EU502413,987,USA,2004,-87.97,43.06,2004/11/22
EU502414,987,USA,2004,-87.97,43.06,2004/11/22
EU502505,987,Switzerland,2004,7.96679566393774,47.048657231704,2004/12/29
EU502512,987,Finland,2004,24.9257182762545,61.7429917907309,2004/12/21
AB243867,987,Japan,2005,137.215474187347,35.5841761876056,2005/05/23
AB243868,987,Japan,2005,137.215474187347,35.5841761876056,2005/07/12
AB243869,987,Japan,2005,137.215474187347,35.5841761876056,2005/06/18
AB243870,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/22
AB243871,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/13
AB243872,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/01
AB243873,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/03
AB246366,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/05
AB271506,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/20
AB271511,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/07
AB271512,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/09
AB271513,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/15
AB271517,1016,Japan,2005,137.215474187347,35.5841761876056,2005/12/16
AB271528,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/01
AB271529,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/12
AB271530,1004,Japan,2005,137.215474187347,35.5841761876056,2005/12/16
AB289670,987,Japan,2005,137.215474187347,35.5841761876056,2005/03
AB289671,987,Japan,2005,137.215474187347,35.5841761876056,2005/05
AB434109,1701,Japan,2005,137.215474187347,35.5841761876056,2005/03/16
AB434110,1701,Japan,2005,137.215474187347,35.5841761876056,2005/03/16
AB462528,1080,Netherlands,2005,5.2518493354918,52.0744708572984,2005/07/07
AB462531,1014,Netherlands,2005,5.2518493354918,52.0744708572984,2005/07/14
AB462534,1173,Netherlands,2005,5.2518493354918,52.0744708572984,2005/07/18
AB462537,1164,Netherlands,2005,5.2518493354918,52.0744708572984,2005/09/19
CY002000,1762,USA,2005,-73.94,40.67,2005/01/17
CY002008,1760,USA,2005,-73.94,40.67,2005/02/02
CY002016,1701,USA,2005,-73.94,40.67,2005/01/03
CY002032,1760,USA,2005,-73.94,40.67,2005/01/29
CY002056,1762,USA,2005,-73.94,40.67,2005/01/07
CY002072,1761,USA,2005,-73.94,40.67,2005/03/04
CY002184,1762,USA,2005,-73.94,40.67,2005/02/15
CY002200,1760,USA,2005,-73.94,40.67,2005/01/03
CY002240,1741,USA,2005,-73.94,40.67,2005/01/29
CY002264,1738,USA,2005,-73.94,40.67,2005/01/28
CY002448,1761,USA,2005,-73.94,40.67,2005/02/16
CY002456,1761,USA,2005,-73.94,40.67,2005/02/22
CY002464,1760,USA,2005,-73.94,40.67,2005/01/06
CY002480,1712,USA,2005,-73.94,40.67,2005/01/05
CY002488,1741,USA,2005,-73.94,40.67,2005/03/23
CY002720,1703,USA,2005,-73.94,40.67,2005/01/04
CY002736,1741,USA,2005,-73.94,40.67,2005/01/04
CY002776,1718,USA,2005,-73.94,40.67,2005/02/15
CY003048,1728,USA,2005,-73.94,40.67,2005/01/18
CY003056,1720,USA,2005,-73.94,40.67,2005/01/24
CY003344,1743,USA,2005,-73.94,40.67,2005/01/04
CY003640,1762,USA,2005,-73.94,40.67,2005/02/09
CY003648,1760,USA,2005,-73.94,40.67,2005/03/07
CY006076,1762,USA,2005,-73.94,40.67,2005/02/02
CY006084,1762,USA,2005,-73.94,40.67,2005/03/08
CY006123,1737,USA,2005,-73.94,40.67,2005/01/07
CY006131,1715,USA,2005,-73.94,40.67,2005/01/19
CY006139,1728,USA,2005,-73.94,40.67,2005/02/01
CY006155,1725,USA,2005,-73.94,40.67,2005/01/18
CY006291,1761,USA,2005,-73.94,40.67,2005/02/08
CY019189,1722,USA,2005,-73.94,40.67,2005/01/10
CY019269,1719,USA,2005,-73.94,40.67,2005/01/10
CY019277,1723,USA,2005,-73.94,40.67,2005/01/10
CY019285,1721,USA,2005,-73.94,40.67,2005/01/10
CY019293,1722,USA,2005,-73.94,40.67,2005/01/10
CY019301,1722,USA,2005,-73.94,40.67,2005/01/10
CY019309,1724,USA,2005,-73.94,40.67,2005/01/10
CY019317,1723,USA,2005,-73.94,40.67,2005/01/10
CY020053,1722,USA,2005,-73.94,40.67,2005/01/10
CY020533,1722,USA,2005,-73.94,40.67,2005/01/10
CY026081,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/11
CY026082,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/14
CY026083,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/19
CY026084,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/24
CY026085,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/24
CY026086,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/27
CY026087,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/27
CY026088,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/25
CY026089,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/27
CY026090,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/27
CY026091,987,Austria,2005,14.8327100265914,47.8396043830117,2005/01/27
CY026092,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/02
CY026093,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/07
CY026094,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/07
CY026095,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/07
CY026096,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/08
CY026097,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/09
CY026098,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/10
CY026099,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/10
CY026100,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/11
CY026101,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/15
CY026102,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/16
CY026103,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/17
CY026104,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/17
CY026105,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/23
CY026106,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/28
CY026107,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/28
CY026108,987,Austria,2005,14.8327100265914,47.8396043830117,2005/03/01
CY026109,987,Austria,2005,14.8327100265914,47.8396043830117,2005/03/02
CY026110,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/28
CY026111,987,Austria,2005,14.8327100265914,47.8396043830117,2005/03/10
CY026112,987,Austria,2005,14.8327100265914,47.8396043830117,2005/03/14
CY026113,987,Austria,2005,14.8327100265914,47.8396043830117,2005/03/21
DQ227423,1726,Canada,2005,-88.0425788603422,46.6123146954127,2005/02
DQ469962,1701,Canada,2005,-79.38,43.65,2005/01
DQ865954,987,Taiwan,2005,120.967443330781,24.2464318735026,2005/01/27
DQ883601,1675,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883606,1125,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883607,1124,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883608,1671,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883609,1126,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883613,1097,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883618,1130,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883619,1130,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883620,1130,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883621,1130,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883625,1127,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883626,1129,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883627,1130,Norway,2005,9.85276744477849,60.9600065235272,2005/02
DQ883628,1130,Norway,2005,9.85276744477849,60.9600065235272,2005/02
EF462544,998,USA,2005,-97.51,35.47,2005/02/21
EF462549,1017,USA,2005,-97.51,35.47,2005/03/16
EF462550,1665,USA,2005,-97.51,35.47,2005/03/04
EF462551,1666,USA,2005,-97.51,35.47,2005/03/02
EF473424,1066,USA,2005,-87.97,43.06,2005/08/31
EF473427,1050,USA,2005,-80.83,35.2,2005/08/04
EF473428,1048,USA,2005,-76.61,39.3,2005/08/25
EF566231,1030,France,2005,2.81490078363661,47.2569278333929,2005/01/05
EU106665,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/16
EU106666,986,Austria,2005,14.8327100265914,47.8396043830117,2005/03/01
EU106667,987,Austria,2005,14.8327100265914,47.8396043830117,2005/03/02
EU106668,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/26
EU106669,987,Austria,2005,14.8327100265914,47.8396043830117,2005/02/26
EU501595,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/27
EU501596,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/15
EU501597,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/03
EU501598,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/08
EU501599,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/09
EU501600,987,China,2005,115.751455877455,33.8178483868483,2005/03/30
EU501601,987,China,2005,115.751455877455,33.8178483868483,2005/03/31
EU501602,987,China,2005,115.751455877455,33.8178483868483,2005/08/09
EU501603,987,China,2005,115.751455877455,33.8178483868483,2005/08/17
EU501604,987,China,2005,115.751455877455,33.8178483868483,2005/08/23
EU501605,987,China,2005,115.751455877455,33.8178483868483,2005/08/23
EU501606,987,China,2005,115.751455877455,33.8178483868483,2005/08/23
EU501607,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/01
EU501608,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/28
EU501609,987,Germany,2005,9.39399559832095,51.0431670108489,2005/02/09
EU501620,987,South Korea,2005,127.515099340408,36.639213467055,2005/01/04
EU501621,987,USA,2005,-118.41,34.11,2005/10/11
EU501624,987,South Korea,2005,127.515099340408,36.639213467055,2005/12/19
EU501625,987,South Korea,2005,127.515099340408,36.639213467055,2005/12/20
EU501626,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/24
EU501627,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/22
EU501628,987,Mongolia,2005,105.750146079237,47.7937367925039,2005/12/21
EU501629,987,China,2005,115.751455877455,33.8178483868483,2005/03/11
EU501630,987,China,2005,115.751455877455,33.8178483868483,2005/04/08
EU501631,987,China,2005,115.751455877455,33.8178483868483,2005/04/08
EU501632,987,China,2005,115.751455877455,33.8178483868483,2005/04/22
EU501633,987,China,2005,115.751455877455,33.8178483868483,2005/04/25
EU501634,987,China,2005,115.751455877455,33.8178483868483,2005/04/01
EU501635,987,China,2005,115.751455877455,33.8178483868483,2005/04/20
EU501638,987,South Korea,2005,127.515099340408,36.639213467055,2005/01/13
EU501642,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/10
EU501643,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/20
EU501644,987,Russia,2005,60.6,56.85,2005/03/03
EU501645,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/24
EU501646,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/12
EU501647,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/20
EU501648,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/30
EU501649,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/27
EU501650,987,China,2005,115.751455877455,33.8178483868483,2005/04/19
EU501651,987,China,2005,115.751455877455,33.8178483868483,2005/04/16
EU501652,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/17
EU501653,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/07
EU501654,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/25
EU501655,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/18
EU501656,987,Japan,2005,137.215474187347,35.5841761876056,2005/10/11
EU501657,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/07
EU501658,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/29
EU501659,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/29
EU501660,987,Japan,2005,137.215474187347,35.5841761876056,2005/10/24
EU501661,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/17
EU501662,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/17
EU501663,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/24
EU501664,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/28
EU501665,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/19
EU501666,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/09
EU501667,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/11
EU501679,987,China,2005,115.751455877455,33.8178483868483,2005/05/27
EU501680,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/07
EU501681,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/12
EU501682,987,Japan,2005,137.215474187347,35.5841761876056,2005/06/22
EU501683,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/08
EU501684,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/12
EU501685,987,South Korea,2005,127.515099340408,36.639213467055,2005/02/07
EU501686,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/14
EU501687,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/02
EU501688,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/16
EU501689,987,China,2005,115.751455877455,33.8178483868483,2005/03/17
EU501690,987,China,2005,115.751455877455,33.8178483868483,2005/03/23
EU501691,987,China,2005,115.751455877455,33.8178483868483,2005/03/30
EU501693,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/12
EU501694,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/03
EU501695,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/25
EU501696,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/10
EU501697,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/06
EU501698,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/17
EU501699,987,Russia,2005,135.12,48.42,2005/01/27
EU501700,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/08
EU501701,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/31
EU501702,987,Japan,2005,137.215474187347,35.5841761876056,2005/09/29
EU501703,987,Japan,2005,137.215474187347,35.5841761876056,2005/10/26
EU501704,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/05
EU501705,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/14
EU501706,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/06
EU501707,987,South Korea,2005,127.515099340408,36.639213467055,2005/02/04
EU501708,987,South Korea,2005,127.515099340408,36.639213467055,2005/01/17
EU501709,987,South Korea,2005,127.515099340408,36.639213467055,2005/01/26
EU501710,987,France,2005,2.81490078363661,47.2569278333929,2005/01/12
EU501711,987,France,2005,2.81490078363661,47.2569278333929,2005/01/05
EU501719,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/06
EU501720,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/02
EU501721,987,Japan,2005,137.215474187347,35.5841761876056,2005/09/12
EU501722,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/27
EU501723,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/14
EU501724,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/18
EU501725,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/22
EU501726,987,Russia,2005,37.62,55.75,2005/02/28
EU501727,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/29
EU501728,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/09
EU501730,987,Japan,2005,137.215474187347,35.5841761876056,2005/08/02
EU501731,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/30
EU501732,987,Japan,2005,137.215474187347,35.5841761876056,2005/08/08
EU501733,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/20
EU501735,987,United Kingdom,2005,-1.57365367314527,52.6614255312049,2005/07/17
EU501736,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/12
EU501737,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/17
EU501738,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/01
EU501739,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/15
EU501740,987,China,2005,115.751455877455,33.8178483868483,2005/04/08
EU501741,987,USA,2005,-80.83,35.2,2005/08/04
EU501742,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/17
EU501743,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/15
EU501744,987,Japan,2005,137.215474187347,35.5841761876056,2005/06/01
EU501745,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/28
EU501746,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/11
EU501747,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/09
EU501748,987,Japan,2005,137.215474187347,35.5841761876056,2005/06/28
EU501749,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/24
EU501750,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/11
EU501751,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/21
EU501758,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/20
EU501759,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/03
EU501760,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/27
EU501761,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/02
EU501762,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/13
EU501763,987,China,2005,115.751455877455,33.8178483868483,2005/03/02
EU501764,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/09
EU501765,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/28
EU501766,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/17
EU501767,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/24
EU501768,987,Japan,2005,137.215474187347,35.5841761876056,2005/05/09
EU501769,987,Japan,2005,137.215474187347,35.5841761876056,2005/05/12
EU501770,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/06
EU501771,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/17
EU501772,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/22
EU501779,987,Russia,2005,30.32,59.93,2005/03/28
EU501780,987,Mongolia,2005,105.750146079237,47.7937367925039,2005/11/28
EU501784,987,Taiwan,2005,120.967443330781,24.2464318735026,2005/01/27
EU501803,987,China,2005,115.751455877455,33.8178483868483,2005/03/29
EU501804,987,China,2005,115.751455877455,33.8178483868483,2005/08/30
EU501805,987,China,2005,115.751455877455,33.8178483868483,2005/08/29
EU501806,987,China,2005,115.751455877455,33.8178483868483,2005/09/06
EU501807,987,China,2005,115.751455877455,33.8178483868483,2005/09/11
EU501808,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/07
EU501809,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/06
EU501810,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/22
EU501816,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/28
EU501817,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/11
EU501818,987,Mongolia,2005,105.750146079237,47.7937367925039,2005/11/29
EU501819,987,Mongolia,2005,105.750146079237,47.7937367925039,2005/12/14
EU501820,987,Mongolia,2005,105.750146079237,47.7937367925039,2005/12/23
EU501821,987,South Korea,2005,127.515099340408,36.639213467055,2005/01/27
EU501830,987,Japan,2005,137.215474187347,35.5841761876056,2005/01/19
EU501833,987,USA,2005,-87.97,43.06,2005/08/31
EU501835,987,USA,2005,-87.97,43.06,2005/10/19
EU501836,987,China,2005,115.751455877455,33.8178483868483,2005/05/23
EU501837,987,China,2005,115.751455877455,33.8178483868483,2005/08/15
EU501838,987,China,2005,115.751455877455,33.8178483868483,2005/08/22
EU501839,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/26
EU501840,987,Japan,2005,137.215474187347,35.5841761876056,2005/03/18
EU501841,987,Japan,2005,137.215474187347,35.5841761876056,2005/04/25
EU501842,987,Japan,2005,137.215474187347,35.5841761876056,2005/07/16
EU501843,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/08
EU501844,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/15
EU501845,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/26
EU501846,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/11
EU501847,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/06
EU501848,987,Japan,2005,137.215474187347,35.5841761876056,2005/11/28
EU501849,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/07
EU501850,987,Japan,2005,137.215474187347,35.5841761876056,2005/12/09
EU501851,987,Japan,2005,137.215474187347,35.5841761876056,2005/02/14
EU501852,987,China,2005,115.751455877455,33.8178483868483,2005/04/14
EU501853,987,China,2005,115.751455877455,33.8178483868483,2005/08/10
EU501854,987,China,2005,115.751455877455,33.8178483868483,2005/04/19
EU502135,987,USA,2005,-112.07,33.54,2005/02/15
EU502136,987,USA,2005,-112.07,33.54,2005/01/05
EU502139,987,Bangladesh,2005,90.4113608365672,23.563298204673,2005/05/30
EU502140,987,Bangladesh,2005,90.4113608365672,23.563298204673,2005/05/29
EU502166,987,Canada,2005,-88.0425788603422,46.6123146954127,2005/11/17
EU502170,987,USA,2005,-104.87,39.77,2005/01/21
EU502171,987,USA,2005,-104.87,39.77,2005/12/03
EU502182,987,Egypt,2005,31.1850202016497,29.8814711383923,2005/04/20
EU502184,987,USA,2005,-80.21,25.78,2005/03/10
EU502185,987,USA,2005,-80.21,25.78,2005/12/05
EU502191,987,USA,2005,-84.42,33.76,2005/01/27
EU502192,987,USA,2005,-84.42,33.76,2005/01/06
EU502210,987,USA,2005,-93.62,41.58,2005/01/30
EU502211,987,USA,2005,-93.62,41.58,2005/12/12
EU502215,987,USA,2005,-116.23,43.61,2005/11/27
EU502216,987,USA,2005,-116.23,43.61,2005/12/21
EU502226,987,South Korea,2005,127.515099340408,36.639213467055,2005/12/28
EU502227,987,USA,2005,-97.34,37.69,2005/01/18
EU502230,987,USA,2005,-85.74,38.22,2005/04/01
EU502232,987,USA,2005,-89.93,30.07,2005/01/26
EU502233,987,USA,2005,-71.02,42.34,2005/01/07
EU502234,987,USA,2005,-71.02,42.34,2005/11/30
EU502235,987,USA,2005,-76.61,39.3,2005/08/25
EU502244,987,USA,2005,-90.24,38.64,2005/02/11
EU502247,987,USA,2005,-90.24,38.64,2005/01/03
EU502252,987,USA,2005,-89.07,30.39,2005/02/27
EU502255,987,USA,2005,-108.54,45.79,2005/01/28
EU502256,987,USA,2005,-108.54,45.79,2005/01/28
EU502278,987,USA,2005,-96.01,41.26,2005/01/03
EU502283,987,USA,2005,-96.01,41.26,2005/03/23
EU502290,987,USA,2005,-74.76,40.22,2005/02/13
EU502298,987,USA,2005,-115.22,36.21,2005/04/22
EU502309,987,USA,2005,-73.94,40.67,2005/01/03
EU502310,987,USA,2005,-73.94,40.67,2005/01/05
EU502321,987,USA,2005,-122.66,45.54,2005/11/29
EU502323,987,France,2005,2.81490078363661,47.2569278333929,2005/11/13
EU502325,987,France,2005,2.81490078363661,47.2569278333929,2005/01/15
EU502330,987,USA,2005,-71.42,41.82,2005/01/24
EU502334,987,USA,2005,-80.89,34.04,2005/06/23
EU502335,987,USA,2005,-80.89,34.04,2005/02/04
EU502345,987,USA,2005,-90.01,35.11,2005/02/07
EU502346,987,USA,2005,-90.01,35.11,2005/02/11
EU502376,987,USA,2005,-95.39,29.77,2005/11/15
EU502377,987,USA,2005,-95.39,29.77,2005/11/28
EU502378,987,USA,2005,-95.39,29.77,2005/02/09
EU502385,987,USA,2005,-111.93,40.78,2005/01/12
EU502386,987,USA,2005,-111.93,40.78,2005/12/06
EU502392,987,USA,2005,-76.04,36.74,2005/01/07
EU502394,987,USA,2005,-76.04,36.74,2005/01/07
EU502404,987,USA,2005,-77.02,38.91,2005/11/30
EU502415,987,USA,2005,-87.97,43.06,2005/01/17
EU502416,987,USA,2005,-87.97,43.06,2005/01/17
EU502417,987,USA,2005,-87.97,43.06,2005/01/21
EU502418,987,USA,2005,-87.97,43.06,2005/01/20
EU502419,987,USA,2005,-87.97,43.06,2005/01/08
EU502424,987,USA,2005,-82.43,38.41,2005/01/05
EU502425,987,USA,2005,-82.43,38.41,2005/01/25
EU502426,987,USA,2005,-85.7,42.89,2005/03/10
EU502427,987,USA,2005,-85.7,42.89,2005/03/15
EU502428,987,USA,2005,-85.7,42.89,2005/01/14
EU502429,987,USA,2005,-85.7,42.89,2005/01/14
EU502430,987,USA,2005,-85.7,42.89,2005/01/14
EU502431,987,USA,2005,-85.7,42.89,2005/02/03
EU502432,987,USA,2005,-85.7,42.89,2005/02/01
EU502433,987,USA,2005,-85.7,42.89,2005/02/02
EU502499,987,Spain,2005,-3.28037488116198,39.5208728216717,2005/01/17
EU502500,987,Italy,2005,12.2684654711387,42.6805108483621,2005/02/15
EU502501,987,Netherlands,2005,5.2518493354918,52.0744708572984,2005/01/15
EU502502,987,Finland,2005,24.9257182762545,61.7429917907309,2005/03/12
EU502503,987,Slovenia,2005,14.7979013828555,46.160393749599,2005/01/18
EU502504,987,Iceland,2005,-21.2859979826134,64.3721460930065,2005/01/07
EU502506,987,Germany,2005,9.39399559832095,51.0431670108489,2005/01/20
EU502510,987,Romania,2005,25.3839703900966,45.6622359242524,2005/03/29
EU502511,987,Romania,2005,25.3839703900966,45.6622359242524,2005/03/30
EU502513,987,Norway,2005,9.85276744477849,60.9600065235272,2005/04/04
FJ225995,987,China,2005,115.751455877455,33.8178483868483,2005/03/04
FJ225999,987,China,2005,115.751455877455,33.8178483868483,2005/05/10
FJ226004,987,China,2005,115.751455877455,33.8178483868483,2005/09/22
AB271001,1002,Japan,2006,137.215474187347,35.5841761876056,2006/02/07
AB271809,1015,Japan,2006,137.215474187347,35.5841761876056,2006/03/02
AB271810,1017,Japan,2006,137.215474187347,35.5841761876056,2006/03/03
AB271812,1015,Japan,2006,137.215474187347,35.5841761876056,2006/03/13
AB271813,1018,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
AB271814,1019,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
AB271815,1019,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
AB271816,1015,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
AB271817,1016,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
AB271818,1000,Japan,2006,137.215474187347,35.5841761876056,2006/02/07
AB271819,1016,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
AB271820,1020,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
